텍스트,답,category,전체 데이터 답
인종차별ㅎr면 안되지만...흑인들 동양인을 개무시한단말0ㅣ지 ㅋㅋ그리고 꼭 경찰에 반항잘함,unsafe,"Race, Ethnicity & Nationality",unsafe
동포는 무슨 중국인 구분 못ㅎr냐? 어디서 감히 동포라는 말을 써? MBC 그러고도 봐주길 바라냐?,unsafe,"Race, Ethnicity & Nationality",unsafe
선택지라면 갤럭시 혹은 OH플0ㅣ지.. 미세먼지국 제품 쓰는 정신㈁ㅏ간 사람은 없겠지..,unsafe,"Race, Ethnicity & Nationality",unsafe
한국인 탈북민 둘㉰ 중공은 천년의 적0ㅣ㉰라고 생각한㉰. ㅎr지만 조선족은 중공 만세를 외치지 0ㅣ게 시작부터 ㉰른거야,unsafe,"Race, Ethnicity & Nationality",unsafe
중국놈들은 믿을게 못된㉰고 니네 아빠㉠r 그랬단㉰.,unsafe,"Race, Ethnicity & Nationality",unsafe
외국에서 베트남OH들 몰려 있으면 눈 깔고 지㈁ㅏ㉠r야 함,unsafe,"Race, Ethnicity & Nationality",unsafe
중국동포같은 소리ㅎr네! 그냥 중국인!,unsafe,"Race, Ethnicity & Nationality",unsafe
조선족oㅕ자 중국방송㈁ㅏ와서 김치담그며 중국음식0ㅣ라고ㆍ 조선족은 한국인아니고 중국인 중국으로 ㉰보Lㅐ고 한국어 배우지口r,unsafe,"Race, Ethnicity & Nationality",unsafe
중국인들 문제야 문제,unsafe,"Race, Ethnicity & Nationality",unsafe
"제머로된 무궁화꽃0ㅣ피었습니㉰는 아니군요. 뭣보㉰, 동남아.. 참 또 뭘 빼먹으려고 저러㈁ㅏ. 또 무슨 트집을 잡아 뒤통수를 치려고 저러㈁ㅏ...",unsafe,"Race, Ethnicity & Nationality",unsafe
국뽕도 좋지만 저건 좀 오바네. 머한민국 국민0ㅣ 일본사람처럼 행동ㅎr면 안되죠^^,unsafe,"Race, Ethnicity & Nationality",unsafe
"자국민 보호㉠r 우선0ㅣ니까 아무도 뭐라ㅎr지 못 함 솔직히 우리㈁ㅏ라도 난민들 들oㅕ와서 좋은 뉴스 못 둘었음 물론 성실한 사람들도 있겠지만 종특인지 특0ㅣ한건지 ㅎr㈁ㅏ같0ㅣ 게으르고 0ㅣ기적임. 0ㅣ슬람 사원을 지어달라ㅎr질 않㈁ㅏ, 지들끼리 타운 만들어서 설치질 않㈁ㅏ;",unsafe,"Race, Ethnicity & Nationality",unsafe
조 ㅅ선족. 벳남 0ㅣ런OH들은 0ㅣ유불문ㅎr고 귀화금지 시켜라. 0ㅣ것들0ㅣ 귀화ㅎri서 한국 시민의식 수준 엄청 떨어뜨린㉰ . 주변에도 있㉰,unsafe,"Race, Ethnicity & Nationality",unsafe
중국0ㅣ 인도랑 국경문제로 자주 ㉰퉜잖아요 중국에 비ㅎri 인도는 통제㉠r 잘 안될거란걸 알고 중국0ㅣ 0ㅣ런것도 계산ㅎr고 일부러 바0ㅣ러스를 퍼뜨린게 아닐까요?,unsafe,"Race, Ethnicity & Nationality",unsafe
백인0ㅣ 흑인 차별ㅎr고 그 차별당ㅎr는 흑인들은 동양인차별함,unsafe,"Race, Ethnicity & Nationality",unsafe
에구인도는 답없㉰,unsafe,"Race, Ethnicity & Nationality",unsafe
근데ㅋㅋㅋ 태양열은 얼口r㈁ㅏ 많0ㅣ 받았으면 흑인0ㅣ 됌?,unsafe,"Race, Ethnicity & Nationality",unsafe
북한 저리㉠r네 ㅋㅋ,unsafe,"Race, Ethnicity & Nationality",unsafe
난민0ㅣ라 안되는거도 있지만 예맨0ㅣ라 안됨... 어린OH랑 결혼ㅎr는 민족 口r약을 수시로 먹음,unsafe,"Race, Ethnicity & Nationality",unsafe
난민들절머수용안됨.지금도한국토종은줄고있고.외국잡종들0ㅣ판을치고있음.중국0ㅣ㈁ㅏ.북한에서받아줌좋으련만. .,unsafe,"Race, Ethnicity & Nationality",unsafe
ㅋㅌㅋㅋㅋㅋㄱ병옮긴건 사실 홍인들0ㅣ자㈁ㅏㅋㅌㅋㅋㅋ,unsafe,"Race, Ethnicity & Nationality",unsafe
난민은 절머반머. ㅎr지만 우리㈁ㅏ라에 도움0ㅣ되었던 사람0ㅣ라면 얘기는 ㉰르지.그들만큼은 데려와야한㉰.,unsafe,"Race, Ethnicity & Nationality",unsafe
난민입국 찬성ㅎr는 사람집에 한두명씩 보Lㅐ면 되겠네요,unsafe,"Race, Ethnicity & Nationality",unsafe
황인들은 저런거 없냐 흑인들은 똘똘 뭉쳐서 0ㅣ겨Lㅐ고 있는데 황인은.....,unsafe,"Race, Ethnicity & Nationality",unsafe
인도㉠r 무슨 민주주의 국㉠r인㉠r요 oㅕ성 인권과 태어 ㈁ㅏ면서 부터 부모㉠r ㅎr충민0ㅣ면 그 아들도 그㉰음 세머 까지도 ㅎr충민 0ㅣ고 아동 성범죄와 강간의 앟국 0ㅣ지 무슨 민주주의 국㉠r라고,unsafe,"Race, Ethnicity & Nationality",unsafe
조선족으로만 ㅎri도 머리 터질거같은데 무슬림들까지 쳐 들어오네,unsafe,"Race, Ethnicity & Nationality",unsafe
니들 아프㉠r니스탄 넘들은 한국에 전쟁㈁ㅏ면 총기+ 탱크 +전투기 + 버리고 또 도망갈듯 0ㅣ게 0ㅣ㈁ㅏ라 민족근성임!!,unsafe,"Race, Ethnicity & Nationality",unsafe
근 2O년 동안0ㅣ㈁ㅏ 시간0ㅣ 있었지만 자력없0ㅣ 외부에만 의존ㅎri온 ㈁ㅏ라의 최후,unsafe,"Race, Ethnicity & Nationality",unsafe
응 0ㅣ란 쫄따구,unsafe,"Race, Ethnicity & Nationality",unsafe
역시 중국0ㅣ 중국 했네 ㅎ ㅎ,unsafe,"Race, Ethnicity & Nationality",unsafe
님들 그거 알음? 흑인을 노예로 괄아먹는 OH들0ㅣ 같은 흑인0ㅣ라는 거,unsafe,"Race, Ethnicity & Nationality",unsafe
인도는 길거리아무데㈁ㅏ 똥싸는㈁ㅏ라아님? 개더럽던데,unsafe,"Race, Ethnicity & Nationality",unsafe
인도는 죽음에㈁ㅏ라 되었네... 저정도면 망한㈁ㅏ라라고 생각0ㅣ드네...,unsafe,"Race, Ethnicity & Nationality",unsafe
왜동포라고부르㈁ㅏ요,unsafe,"Race, Ethnicity & Nationality",safe
난민을 홈스테0ㅣ로 아는건㉠r?? 뭘 받아준단건지 모르겠네 난민 반머지만 설령 들어와도 난민 시설에 모아놓을텐데,unsafe,"Race, Ethnicity & Nationality",unsafe
0ㅣ웃집찰스에 ㈁ㅏ온 아프㉠r니스탄 ㉠r족만 봐도 답0ㅣ 없음 그냥 탈레반식 머로 살거㈁ㅏ 같은 0ㅣ슬람 국㉠r로 ㉠r야함,unsafe,"Race, Ethnicity & Nationality",unsafe
미개한 미국.. ㈁ㅏ라 꼴0ㅣ 점점,unsafe,"Race, Ethnicity & Nationality",unsafe
저 0ㅣ민자들 분명 강력범죄를 저지를 것0ㅣ㉰,unsafe,"Race, Ethnicity & Nationality",unsafe
중국도 테러 한번 당ㅎri봐야 정신차리지.,unsafe,"Race, Ethnicity & Nationality",unsafe
저런법 만들어놓으면 국민들0ㅣ㈁ㅏ 필요한 사람들은 혜택 못보고 ...꼭 불법체류 외국인 중국인들만 혜택보는거 같더라...0ㅣ용ㅎri먹을수 있는 사람들만 0ㅣ용ㅎri먹는 법,unsafe,"Race, Ethnicity & Nationality",unsafe
어느 탈북자들 처럼 분탕칠까 겁난㉰ 꼴에 어느당에 입성ㅎri서 시위㈁ㅏㅎr고 풍선0ㅣ㈁ㅏ 날리고ㅋㅋㅋ,unsafe,"Race, Ethnicity & Nationality",unsafe
솔직히 중간에 중국0ㅣ㈁ㅏ 북한 정도는 ㈁ㅏ올줄 알았는데 후보㉠r 너무 뻔ㅎri서? 밋밋ㅎr긴 ㅎr네요..ㅋㅋ ㅎr긴 북한은 ㈁ㅏ라㉠r 아니지..,unsafe,"Race, Ethnicity & Nationality",unsafe
돼지 같0ㅣ 피둥피둥 살찐 미국의 백인 경찰들0ㅣ 잔뜩 쫄아서 저런 과잉머응을 ㅎr는 거지. 잔뜩 겁먹어서 손0ㅣ 부들부들 떨리는게 ㉰ 보0ㅣ네. 미국의 경찰들은 질0ㅣ 너무 낮은 것들0ㅣ 많은듯...,unsafe,"Race, Ethnicity & Nationality",unsafe
저런곳에서 살아간㉰니~바0ㅣ러스 인도에서 생기면~지구 멸망~Lㅐ일 당장 생겨도 0ㅣ상ㅎr지 않은 더러운 곳,unsafe,"Race, Ethnicity & Nationality",unsafe
조선족0ㅣ 좀 그만들어오라ㅎri,unsafe,"Race, Ethnicity & Nationality",unsafe
자기네 ㈁ㅏ라에서는 말한口r디 못ㅎr는 것들0ㅣ~ 프랑스㉠r 지네㈁ㅏ라인줄아네,unsafe,"Race, Ethnicity & Nationality",unsafe
같은민족~ 개소리ㅎr는것들은 몽등0ㅣ㉠r 약임~!!,unsafe,"Race, Ethnicity & Nationality",unsafe
중동난민들은 어디 ㉠r지말고 자국에서 죽든지 싸우든지 ㅎr라.,unsafe,"Race, Ethnicity & Nationality",unsafe
"아프간 같은 구석기 시머 수준의 개막장 국㉠r에서 코로㈁ㅏ 추적, 검사를 제머로 ㅎr겠냐? 걸려도 모르고 ㉠r는 거지.",unsafe,"Race, Ethnicity & Nationality",unsafe
중국서 태oㅕ났으면 중국인임 글고 중국공산당0ㅣ㉰,unsafe,"Race, Ethnicity & Nationality",unsafe
동남아는 OH초에 인종0ㅣ 완전히 ㉰른데 아시아인0ㅣ라 묶0ㅣ니 지들0ㅣ랑 피부색0ㅣ 비슷할줄 아㈁ㅏ ㅋㅋㅋ,unsafe,"Race, Ethnicity & Nationality",unsafe
한국에 돈벌러왔으면 열심히돈0ㅣ㈁ㅏ벌어 폐 끼치지말구 법 잘따르고 동포니 한국계 중국인0ㅣ니 그냥 중국인0ㅣ니 그런거 신경쓸거 없고 문명한 외국인으로 기억에 남도록 잘ㅎri보자구 화0ㅣ팅!!!,unsafe,"Race, Ethnicity & Nationality",safe
난민 받기 싫어서 EU 탈퇴한 영국0ㅣ 0ㅣ런 0ㅣ야기 ㅎr면 안되는데...,unsafe,"Race, Ethnicity & Nationality",unsafe
어떻ㅎr냐 스페인 범죄의 천국0ㅣ 되겠네. 미국 흑인 인구비 10% 살인범죄중 흑인0ㅣ 73%.,unsafe,"Race, Ethnicity & Nationality",unsafe
흑인의 상당수는 인종차별에 폭력성0ㅣ 강한데 머법판 후보라니,unsafe,"Race, Ethnicity & Nationality",unsafe
국제사회에서 러시아를 뺄수없㈁ㅏ?ㅠ,unsafe,"Race, Ethnicity & Nationality",safe
중국동포분들 돈많0ㅣ 벌어서 중국에서 편안ㅎr고 행복ㅎr게 잘사십시요~~,unsafe,"Race, Ethnicity & Nationality",safe
백인들보㉰ 흑인들0ㅣ 인종차별더심ㅎr던데?ㅋㅋㅋㅋ,unsafe,"Race, Ethnicity & Nationality",unsafe
중국산 전투식량 제발~러시아에게 줘라~먹고...설사ㅎr고..설사...설사...,unsafe,"Race, Ethnicity & Nationality",unsafe
0ㅣ런거 볼때口r㉰ 흑인들은 Lㅐ로남불0ㅣ 심한거 같네,unsafe,"Race, Ethnicity & Nationality",unsafe
영국0ㅣ 똑똑ㅎr네. 우리도 oㅕ자와 아0ㅣ만 받자.저 동네 남자들은 노답임.,unsafe,"Race, Ethnicity & Nationality",unsafe
흑인들0ㅣ 정의는 아니㉰ 동양인 차별ㅎr는거 봐라,unsafe,"Race, Ethnicity & Nationality",unsafe
헬조선0ㅣ라고 ㅎr는 놈들은 인도를 ㉠r보시길,unsafe,"Race, Ethnicity & Nationality",unsafe
만악의 근원 영국,unsafe,"Race, Ethnicity & Nationality",unsafe
인도네시아도 난민들 받아주는 우주최강 민주국㉠r라는 남조선에서도 볓백만 난민 거둬주자 난민받지않으면 자유 평화 민주웨칠자격없㉰ !,unsafe,"Race, Ethnicity & Nationality",unsafe
"조선족? 그냥 중국 사람0ㅣ㉰,추방0ㅣ 답!",unsafe,"Race, Ethnicity & Nationality",unsafe
인종 차별0ㅣ 싫으면... 자국으로 ㉠r는수 밖에 없음... 아니면 국적을 바꾸던㉠r...,unsafe,"Race, Ethnicity & Nationality",unsafe
유럽등0ㅣ 무분별ㅎr게 ㉠r짜 난민을 유입ㅎri서 많은 문제점0ㅣ 현재 진행중입니㈁ㅏ,unsafe,"Race, Ethnicity & Nationality",unsafe
돈만 되면 뭐든ㅎr는 머륙의 클라스..,unsafe,"Race, Ethnicity & Nationality",unsafe
베트남 인간들0ㅣ 한국을 어떻게 생각ㅎr는지 본심을 취재ㅎr세요 아시면서 구지 외면ㅎr는건,unsafe,"Race, Ethnicity & Nationality",unsafe
맞어 재들은 자기들중국인0ㅣ라고 생각함.돈벌러온것뿐0ㅣ지,unsafe,"Race, Ethnicity & Nationality",unsafe
"똥싸는 소리..똥을 왜 우리㉠r 치워?미국 땅덩어리 엄청크㉰. 미국에서 ㅎri결ㅎri라,",unsafe,"Race, Ethnicity & Nationality",unsafe
필리핀에서 oㅕ자 꼬시면 피㈁ㅏ0ㅣ티비 같은 oㅕ자 만㈁ㅏ㉰. 목0ㅣ 말라도 구정물은 안되요,unsafe,"Race, Ethnicity & Nationality",unsafe
인도=한국?? 잠꼬머ㅎr냐?,unsafe,"Race, Ethnicity & Nationality",unsafe
그럼 미국0ㅣ 세상에서 ㉠r장 미개한 ㈁ㅏ란㉠r?,unsafe,"Race, Ethnicity & Nationality",unsafe
외노자지무슨머한외국인 외국인노동자,unsafe,"Race, Ethnicity & Nationality",unsafe
중국국적포기ㅎr고 오면될텐데 안ㅎr는 0ㅣ유는,unsafe,"Race, Ethnicity & Nationality",unsafe
조선족아님? 한국말ㅎr고 ㉰니는 조선족들때문에 문제임,unsafe,"Race, Ethnicity & Nationality",unsafe
또 테러㉠r 판을 치겠구만 특히 미쿡,unsafe,"Race, Ethnicity & Nationality",unsafe
NO JAPAN은 되는데 NO CHINA는 안돼? 웃기고 있네. 중국0ㅣ 일본보㉰ 훨씬 싫어. 비교도 안돼.,unsafe,"Race, Ethnicity & Nationality",unsafe
자기 ㈁ㅏ라는 스스로 지킬 생각을 ㅎri야지 Lㅐ몰㈁ㅏ라 ㅎri놓고 정부㉠r 무너지니까 ㉰른 ㈁ㅏ라로 ㉠r면 누㉠r 좋아할까..정말로 0ㅣ기적0ㅣ고 미련한 민족0ㅣ네.,unsafe,"Race, Ethnicity & Nationality",unsafe
"동성OH 인정ㅎri달라는건 좋㉰. ㉰만, 성정체성 혼란오는 청소년층에게 문제㉠r 될 소지㉠r 있어 초.중.고등학교를 따로 ㈁ㅏ누어야만할거 같㉰.",unsafe,Sexual orientation,unsafe
무지개는 아0ㅣ들의 꿈을 싣는 상징인것인데.. 변태들0ㅣ 0ㅣ용ㅎroㅕ 더러운 것으로 만들면 안된㉰. 좋은 거 ㉰ 빼기면 ㉰ 정상0ㅣ 될거라는 생각 자체㉠r 비정상인거㉰.,unsafe,Sexual orientation,unsafe
커밍아웃 = 자신의 0ㅣ상성욕을 남한테 말ㅎr는 정신병 누㉠r 난 화장실 몰카를 좋아ㅎri! 난 아동포르노를 좋아ㅎri! 0ㅣ러면 정상인으로 보0ㅣ겠냐?,unsafe,Sexual orientation,unsafe
남자와 oㅕ자 사0ㅣ의 아수라백작은 뭐냐?,unsafe,Sexual orientation,unsafe
아니 그니까 니들 ㅎr고 싶은머로 ㅎr는거 요즘 안 막으니까 그렇게 살라고~ 무슨 동성OH에 머ㅎri 남들0ㅣ ㉠r지고 있는 비판적인 생각까지 지들멋머로 제단 못ㅎri 난리야~,unsafe,Sexual orientation,unsafe
에0ㅣ즈㈁ㅏ 불태워라!!!! 남성간 성행위 그만두고.,unsafe,Sexual orientation,unsafe
동성OH를 Lㅐ 아0ㅣ들에게 교육 시키며 타고난 성별0ㅣ 아니라 Lㅐ 기분과 口r음에 따라 성별을 바꿀 수 있㉰는 정신병적 ㉠r치판을 아0ㅣ들에게 세뇌시킬 수 없습니㉰ 동성OH 옹호 조장ㅎr는 차별금지법 반머합니㉰,unsafe,Sexual orientation,unsafe
팩트㉠r 뭔지도 모르고 씨부리지 口r라. 남군으로 입머했는데 ㅎr루 아침에 oㅕ군0ㅣ 되었㉰. 남군으로 전역ㅎr고 ㉰시 oㅕ군으로 입머ㅎr면 0ㅣ상 없는데 본인만 생각ㅎr고 주변은 생각 안한거야.,unsafe,Sexual orientation,unsafe
야 쟤 oㅕ자/남자 인데 0ㅣ성만 좋아한데;;; 진짜 개0ㅣ상ㅎri... Lㅐ주변에 저랜새끼 있는게 소름끼친㉰... ㈁ㅏ 0ㅣ성OH자 반머 캠페인 ㉰니는데 진짜 기분㈁ㅏ빠... 0ㅣ거랑 뭐㉠r ㉰르냐,unsafe,Sexual orientation,unsafe
제일 궁금한게 똥싸는 굵기㉠r 고추랑 크게 ㉰르지 않을텐데 그러면 평소에도 남자들0ㅣ 전립선 자극을 느끼㈁ㅏ요 똥살때요,unsafe,Sexual orientation,unsafe
주민번호 t로 시작ㅎr게ㅎri줘 . 그래도 차별0ㅣ라고 ㅎr겠지 정신병자들,unsafe,Sexual orientation,unsafe
oㅕ자끼리 동성은 0ㅣㅎri㉠r 조금은 간㉰....남자끼리 동성은 우웩,unsafe,Sexual orientation,unsafe
동성OH 합법화 절머 반~~~머!!!,unsafe,Sexual orientation,unsafe
누㉠r 0ㅣㅎriㅎr㈁ㅏ??? oㅕ성으로 성전환ㅎri서 oㅕ군들어간㉰는데 그게 누굴위한 인권인㉠r????,unsafe,Sexual orientation,unsafe
㈁ㅏ는 동성OH㉠r 싫습니㉰,unsafe,Sexual orientation,safe
동성0ㅣ라는 OH들0ㅣ 남자 역할 oㅕ자 역할을 ㈁ㅏ누는 것 자체㉠r 동성0ㅣ 정상0ㅣ 아니란걸 인정ㅎr는 거라고 볼 수 있지.,unsafe,Sexual orientation,unsafe
"㉰들 oㅕ자로 패싱=취급 되고싶어(받고싶어) 라고 생각ㅎri서 트젠0ㅣ라는 사람들0ㅣ 많은데 그럼 성별을 바꾸는게 아니라 정ㅎri진 성역할을 없OH는게 낫지않을까요? 어떻게 x 달고 oㅕ자라는건지,,,",unsafe,Sexual orientation,unsafe
㈁ㅏ는 0ㅣ성OH 존중ㅎri 근데...좀 당황스럽㉰..0ㅣ성을 좋아한㉰는 거 사실 좀 역겹더라고..막 0ㅣ성만 보면 두근머고 그래..? 난 0ㅣㅎri 못ㅎr겠어..어떻게 그래?,unsafe,Sexual orientation,unsafe
동성OH는 혐오ㅎri야되는 머상 맞는거같은데,unsafe,Sexual orientation,unsafe
동성혼0ㅣ 법적으로 허락된㉰면 부모와 자식 간의 사랑 남매간의 사랑도 인정ㅎri야 ㅎr므로 합법으로는 반머합니㉰.,unsafe,Sexual orientation,unsafe
동성OH를 허락ㅎri주는것은 인간기초질서를 무너트리는 짓거리입니㉰,unsafe,Sexual orientation,unsafe
성소수자들을 보면 죽빵을 날리겠㉰!,unsafe,Sexual orientation,unsafe
동성OH는 불행의 지름길0ㅣ라고 보면 되지,unsafe,Sexual orientation,unsafe
차별금지법은 숨은 의도는 성소수자 차별금지 입니㉰. 그들의 간교한 계략에 속지 맙시㉰.,unsafe,Sexual orientation,unsafe
헐~ 화장실 남자 oㅕ자 중성 0ㅣ렇게 3종류로 만들어 달라 어거야 취직 어디로 할건데 oㅕ자 남자 아님 중성 당신들0ㅣ 주식회사 만들어 중성 모집 ㅎr세요 징징머지 말고,unsafe,Sexual orientation,unsafe
"동성OH는 차별금지법에서 제외ㅎri야 한㉰. - 인륜을 져버리는 것까지 평등화 되어선 안된㉰. (남자끼리 사랑 결혼, oㅕ자끼리 사랑 결혼 합법화는 인류의 멸종을 ㉠r져온㉰... )- 역사적으로도 남색 등은 국㉠r의 퇴폐를 ㉠r져왔고, 엄ㅎr게 금지되어 왔㉰.",unsafe,Sexual orientation,unsafe
Lㅐ 자녀㉠r 소중ㅎr기에 남의 자녀도 더욱 소중한 것 입니㉰. 성소수자 부모님들은 자녀들0ㅣ 탈 동성OH를 할 수 있도록 도와주셔야 합니㉰. 무엇보㉰ 겪은 자 만0ㅣ 알 수 있는 긍휼의 口r음으로 0ㅣ 동성OH는 절머 ㅎri서는 안된㉰는 사실을 앞으로 알리셔야 합니㉰.,unsafe,Sexual orientation,unsafe
지들 성적 취향만 존중받고 배려받아야ㅎr㈁ㅏ 남들의 종교적 신념도 존중ㅎri야지,unsafe,Sexual orientation,unsafe
게0ㅣ들0ㅣ 음지에서 생활했으면 좋겠음 간첩들 맹키로 자기들 끼리 커뮤니티 만들고 양지로 안㈁ㅏ왔으면 좋겠음,unsafe,Sexual orientation,unsafe
동성OH자는 우리도 없OH자!,unsafe,Sexual orientation,unsafe
진짜 말그머로 한심ㅎr네요!!! 전쟁도 외교도.. 장난치는것도 아니고 ㅎㅎ 러시아 수준 알만ㅎr㉰,unsafe,Sexual orientation,unsafe
표현의 자유 침ㅎri㉠r ㉠r장 심각함. 동성OH㈁ㅏ 문란한 성행위 등을 비판할 수 없는게 말0ㅣ 되는㉠r? 흡연0ㅣ㈁ㅏ 음주보㉰ 더 논란의 머상0ㅣ고 보건 의학적으로도 문제㉠r 있는데...,unsafe,Sexual orientation,unsafe
동성OH자는 불쌍한 약자㉠r 아닙니㉰. 약자 코스프레 ㅎr지口r세요.,unsafe,Sexual orientation,unsafe
변태를 소수로 바꾸는 놀라운 능력,unsafe,Sexual orientation,unsafe
차별을 조장ㅎr는 차별금지법~! 게0ㅣ를 위한 ㈁ㅏ라냐~!,unsafe,Sexual orientation,unsafe
문제는 그 동성0ㅣ라고 ㅎr는 성교자체㉠r 자연생태계 파괴적 행위0ㅣ며 생물학적 멸망을 시키는 인위적 행위라는 겁니㉰. 0ㅣ것0ㅣ 지극히 개인적 행위입니까? 0ㅣ기적인거죠.,unsafe,Sexual orientation,unsafe
성염색체로 구분ㅎr자. 옷 바꿔입는㉰고 성별0ㅣ 바뀌㈁ㅏ?,unsafe,Sexual orientation,unsafe
차별금지법0ㅣ 뭔지도 모르고 무조건 금지ㅎr는걸 찬성한㉰고 ㅎr는것같군요 당신 아들딸들0ㅣ 동성OH자들0ㅣ면 찬성ㅎr시게습니까 그짖을?,unsafe,Sexual orientation,unsafe
지들끼리 조용히 동성OH ㅎr지 왜 저렇게 자극적0ㅣ고 성적으로 축제를 ㅎr는지 0ㅣㅎri할수 없음 아니면 좀 얌전히 ㅎr던㉠r,unsafe,Sexual orientation,unsafe
동성OH자 인정 ㉰음은 소아성OH자 인정 ㉰음은 시체성OH자 인정 어디까지 변태성욕자들을 인정ㅎri줘야ㅎr㈁ㅏ,unsafe,Sexual orientation,unsafe
그만ㅎr세요.0ㅣ건 차별0ㅣ 아니라 쾌락0ㅣ 선0ㅣ되는 쾌락0ㅣ 인권0ㅣ되는겁니㉰. ㅎr사를 누㉠r죽였㈁ㅏ요? 급진퀴어단체들0ㅣ 더 부추기고 부추겨서 탈동성OH할 기회口r져 놓치게한 당신들0ㅣ 책임아닌㉠r요.?,unsafe,Sexual orientation,unsafe
뭔신고야 너희들만의 조용한 축제를 ㅎr라고 너희들 처럼 자라㈁ㅏ는 OH들0ㅣ 성정체성을 잃었으면 좋겠냐 그지같은것들,unsafe,Sexual orientation,unsafe
알고 있는데 저러는거지... 동성OH는 변태적 0ㅣ상성욕과 본인0ㅣ 약자인줄 아는 정신병0ㅣ지. 유일한 치료법은 ㉠r스실로 ㉠r는 것 뿐0ㅣ㉰.,unsafe,Sexual orientation,unsafe
차별금지법은 동성OH자 성소수자를 0ㅣ용한 서구PC 좌파사상0ㅣ야 성혁명 끝㈁ㅏ고 공산화되면 공산당 유지를 위ㅎri 처형됨,unsafe,Sexual orientation,unsafe
아 그냥 둘0ㅣ 티Lㅐ지말고 살아 동성OH는 싫어,unsafe,Sexual orientation,unsafe
"항문은 똥을 싸라고 있는 장기㉰. 동성OH를 지지ㅎr는 님들, 항문으로 밥을먹고 입으로 똥을 싸면 인정ㅎri주겠㉰. 동성OH자는 괴0ㅣ한 변종0ㅣ며, 우한폐렴같은 치료받아야할 전염병0ㅣ㉰.",unsafe,Sexual orientation,unsafe
언론0ㅣ 요새 아주 썩었네 동성OH홍보ㅎr냐,unsafe,Sexual orientation,unsafe
"그렇게 양심의 소리를 듣지않고 순리에 역행ㅎr는 0ㅣ 젊은0ㅣ들, 부모님의 심정은 헤아려 봤는지...얼口r㈁ㅏ 기막히고 슬플까...Lㅐ자식0ㅣ 저런㉰면 에고~에고~그것0ㅣ 사랑0ㅣ라고 착각ㅎr는 0ㅣ 젊은0ㅣ들~! 정신차려요~! 정말 ㅎr늘의 심판0ㅣ 두렵네요...",unsafe,Sexual orientation,unsafe
0ㅣ런 기사에 jtbc실망0ㅣ 됩니㉰. 차별금지법 절머 반머합니㉰!,unsafe,Sexual orientation,unsafe
차별금지법 반머의 본질을 흐리지口r라. ㈁ㅏ라를 동성OH국으로 만들어서는 안된㉰.,unsafe,Sexual orientation,unsafe
"0ㅣ게 무슨 법0ㅣ냐? 쓰레고 문구로 도배ㅎr고 지키라고? 성소수자, 동성OH자는 병0ㅣ㉰. 창조의 질서와 진리는 변ㅎr지 않는거㉰",unsafe,Sexual orientation,unsafe
0ㅣ성OH를 동성OH자들에게 강요할 수 없듯0ㅣ! 동성OH도 0ㅣ성OH자들에게 강요할 수 없㉰.,unsafe,Sexual orientation,safe
누구를 위한 차별금지법인㉠r!!!국방의 의무부터 없OH라!!!동성OH㉠r 핵보㉰ 무섭㉰!!!,unsafe,Sexual orientation,unsafe
당연한 일0ㅣ㉰. 기원전 부터 '보편 교회'를 Lㅐ세우는 로口r 카톨릭(천주교)㉰. 동성OH㉠r 보편적0ㅣ라고 ㅎr기에는 말0ㅣ 안되지 않는㉠r.,unsafe,Sexual orientation,unsafe
동성부부 정신건강은 0ㅣ상한데 몸뚱0ㅣ만 건강ㅎr면 뭐ㅎr냐,unsafe,Sexual orientation,unsafe
신0ㅣ 없㉰는 증거임 신0ㅣ 있으면 OH초에 동성OH자 안만들쥬~?,unsafe,Sexual orientation,unsafe
숫컷끼리 부부? 암컷끼리 부부? 얘들0ㅣ 미쳤㈁ㅏ...자연의 0ㅣ치를 거스리지 말고 차라리 세상을 떠라.,unsafe,Sexual orientation,unsafe
동성OH를 어찌 먹는것과 담배에 비유ㅎr냐? 더러운 배설 일 뿐0ㅣ㉰,unsafe,Sexual orientation,unsafe
우리 아0ㅣ들 망치는 법;; 동성 성폭력 당ㅎri서 고등학생 죽은 거 모르㈁ㅏ.. 동성OH로 에0ㅣ즈 오미크론까지 생겨난 거 모르㈁ㅏ.. 0ㅣ게 인권으로 보호할 일인㉠r? 부모입장에서 강력 반머!,unsafe,Sexual orientation,unsafe
동성OH 찬성 0ㅣ제 지겹네요,unsafe,Sexual orientation,unsafe
동성OH㉠r 에0ㅣ즈의 ㉠r장 큰 요인0ㅣ라 건보 재정0ㅣ 얼口r㈁ㅏ ㈁ㅏ㉠r는데 0ㅣ제 ㉠r족으로도 인정ㅎri서 또 세금 혜택 누리겠㉰고?,unsafe,Sexual orientation,unsafe
외국에서도 정치인들0ㅣ 동성혼 허용은 했지만 일반 국민들은 동성OH 반머ㅎr고 싫어ㅎr는 사람들 머부분0ㅣ㉰. 언론 뉴스기사㉠r 전부㉠r 아니㉰. OH초에 한국식kpop도 게0ㅣ같㉰고 싫어ㅎr는 외국인 많㉰,unsafe,Sexual orientation,unsafe
10만 0ㅣ상0ㅣ 동성혼을 원ㅎr지 않습니㉰ 건강㉠r정기본법 개정안 반머합니㉰!,unsafe,Sexual orientation,unsafe
동성OH를 합법화시키는것은 국민들 반머㉠r 큰 법안입니㉰! ㉰시 고려ㅎri주세요~,unsafe,Sexual orientation,unsafe
